classe,formato_chapeu,superficie_chapeu,cor_chapeu,machucados,odor,fixacao_lamina,espacamento_lamina,tamanho_lamina,cor_lamina,formato_caule,raiz_caule,superficie_caule_acima_anel,superficie_caule_abaixo_anel,cor_caule_acima_anel,cor_caule_abaixo_anel,tipo_veu,cor_veu,numero_aneis,tipo_anel,cor_esporos,populacao,habitat
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
comestivel,achatado,escamosa,vermelho,sim,nenhum,livre,proxima,larga,marrom,afinando,bulbosa,lisa,lisa,rosa,cinza,parcial,branca,um,pendente,preta,varias,florestas
comestivel,convexo,escamosa,bege,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,vermelha,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
comestivel,convexo,escamosa,roxo,nao,nenhum,livre,proxima,estreita,chocolate,alargando,desconhecida,lisa,fibrosa,branca,branca,parcial,branca,um,flarante,chocolate,solitaria,florestas
venenoso,convexo,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
comestivel,achatado,fibrosa,vermelho,sim,nenhum,livre,proxima,larga,roxa,afinando,bulbosa,lisa,lisa,cinza,branca,parcial,branca,um,pendente,marrom,solitaria,florestas
venenoso,achatado,lisa,bege,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,lisa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,varias,urbano
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,florestas
comestivel,achatado,escamosa,marrom,sim,nenhum,livre,proxima,larga,roxa,afinando,bulbosa,lisa,lisa,branca,cinza,parcial,branca,um,pendente,preta,varias,florestas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
comestivel,convexo,lisa,bege,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,branca,branca,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,caminhos
comestivel,achatado,fibrosa,vermelho,sim,nenhum,livre,proxima,larga,marrom,afinando,bulbosa,lisa,lisa,cinza,cinza,parcial,branca,um,pendente,preta,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,marrom,nao,peixe,livre,proxima,estreita,bege,afinando,desconhecida,sedosa,lisa,branca,rosa,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,lisa,cinza,nao,creosoto,livre,proxima,estreita,rosa,alargando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,lisa,cinza,sim,fetido,livre,proxima,larga,chocolate,afinando,bulbosa,fibrosa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,dispersa,urbano
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
comestivel,achatado,escamosa,cinza,sim,nenhum,livre,proxima,larga,roxa,afinando,bulbosa,lisa,lisa,rosa,cinza,parcial,branca,um,pendente,preta,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
comestivel,achatado,escamosa,marrom,sim,nenhum,livre,proxima,larga,marrom,afinando,bulbosa,lisa,lisa,cinza,cinza,parcial,branca,um,pendente,marrom,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
comestivel,nodoso,escamosa,bege,sim,nenhum,livre,proxima,larga,vermelha,alargando,desconhecida,lisa,lisa,vermelha,vermelha,parcial,branca,dois,evanescente,branca,agrupada,residuos
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,marrom,nao,picante,livre,proxima,estreita,bege,afinando,desconhecida,lisa,sedosa,rosa,branca,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,convexo,lisa,branco,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,fibrosa,fibrosa,branca,branca,parcial,branca,um,pendente,chocolate,varias,urbano
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,solitaria,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,bege,parcial,branca,um,grande,chocolate,varias,caminhos
comestivel,achatado,escamosa,marrom,sim,nenhum,livre,proxima,larga,rosa,afinando,bulbosa,lisa,lisa,branca,rosa,parcial,branca,um,pendente,preta,solitaria,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,bege,rosa,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,cinza,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,marrom,bege,parcial,branca,um,grande,chocolate,varias,caminhos
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,rosa,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,escamosa,amarelo,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,bege,marrom,parcial,branca,um,grande,chocolate,varias,florestas
venenoso,convexo,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,marrom,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,cinza,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,florestas
comestivel,achatado,fibrosa,canela,nao,nenhum,livre,lotada,estreita,branca,alargando,bulbosa,lisa,fibrosa,branca,marrom,parcial,branca,um,evanescente,branca,varias,folhas
venenoso,achatado,escamosa,cinza,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,varias,gramado
venenoso,convexo,escamosa,cinza,nao,fetido,livre,proxima,larga,rosa,alargando,bulbosa,sedosa,sedosa,rosa,marrom,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,achatado,fibrosa,amarelo,nao,nenhum,livre,proxima,estreita,branca,alargando,desconhecida,sedosa,escamosa,branca,amarela,parcial,branca,um,evanescente,branca,varias,florestas
venenoso,achatado,fibrosa,amarelo,nao,fetido,livre,proxima,larga,chocolate,alargando,bulbosa,sedosa,sedosa,rosa,bege,parcial,branca,um,grande,chocolate,solitaria,caminhos
venenoso,convexo,lisa,cinza,sim,fetido,livre,proxima,larga,rosa,afinando,bulbosa,fibrosa,lisa,branca,branca,parcial,branca,um,pendente,chocolate,varias,gramado
